timeMillis,timeElapsed,pressure,alt,altV,predictedApogee,dragCoefCmd,dragAngle,flightState
7606,1391,1021.9303,0.3246,-2.0438,0.5374,0.7500,135.0000,2
7616,1401,1021.9328,0.3256,-2.1109,0.5526,0.7500,135.0000,2
7626,1411,1021.9382,0.3225,-1.9406,0.5144,0.7500,135.0000,2
7636,1421,1021.9364,0.3174,-1.8838,0.4982,0.7500,135.0000,2
7646,1431,1021.9342,0.3091,-1.5586,0.4329,0.7500,135.0000,2
7656,1441,1021.9369,0.3003,-1.4141,0.4022,0.7500,135.0000,2
7666,1451,1021.9376,0.3014,-1.1664,0.3707,0.7500,135.0000,2
7676,1461,1021.9478,0.2771,-1.0116,0.3293,0.7500,135.0000,2
7686,1471,1021.9507,0.2420,-1.1148,0.3054,0.7500,135.0000,2
7696,1481,1021.9427,0.2296,-1.0012,0.2807,0.7500,135.0000,2
7706,1491,1021.9396,0.2255,-0.9909,0.2756,0.7500,135.0000,2
7716,1501,1021.9343,0.2544,-0.7122,0.2803,0.7500,135.0000,2
7726,1511,1021.9371,0.2833,-0.3923,0.2912,0.7500,135.0000,2
7736,1521,1021.9420,0.2849,-0.3252,0.2902,0.7500,135.0000,2
7746,1531,1021.9441,0.2751,-0.3406,0.2810,0.7500,135.0000,2
7756,1541,1021.9429,0.2570,-0.4335,0.2666,0.7500,135.0000,2
7766,1551,1021.9419,0.2462,-0.5522,0.2617,0.7500,135.0000,2
7776,1561,1021.9412,0.2482,-0.2890,0.2525,0.7500,135.0000,2
7786,1571,1021.9354,0.2663,0.2426,0.2693,0.7500,135.0000,2
7796,1581,1021.9408,0.2709,0.4129,0.2796,0.7500,135.0000,2
7806,1591,1021.9491,0.2554,0.2993,0.2600,0.7500,135.0000,2
7816,1601,1021.9414,0.2549,0.0052,0.2549,0.7500,135.0000,2
7826,1611,1021.9408,0.2441,-0.3923,0.2519,0.7500,135.0000,2
7836,1621,1021.9381,0.2503,-0.3458,0.2564,0.7500,135.0000,2
7846,1631,1021.9427,0.2637,-0.1136,0.2644,0.7500,135.0000,2
7856,1641,1021.9388,0.2689,0.1187,0.2696,0.7500,135.0000,2
7866,1651,1021.9493,0.2513,0.0516,0.2515,0.7500,135.0000,2
7876,1661,1021.9503,0.2255,-0.2271,0.2281,0.7500,135.0000,2
7886,1671,1021.9510,0.2075,-0.5884,0.2251,0.7500,135.0000,2
7896,1681,1021.9489,0.1858,-0.8516,0.2227,0.7500,135.0000,2
7906,1691,1021.9478,0.1894,-0.6606,0.2116,0.7500,135.0000,2
7916,1701,1021.9485,0.1935,-0.6142,0.2127,0.7500,135.0000,2
7926,1711,1021.9541,0.1873,-0.5677,0.2038,0.7500,135.0000,2
7936,1721,1021.9550,0.1739,-0.7638,0.2036,0.7500,135.0000,2
7946,1731,1021.9614,0.1450,-1.1870,0.2168,0.7500,135.0000,2
7956,1741,1021.9619,0.1161,-1.5277,0.2350,0.7500,135.0000,2
7966,1751,1021.9576,0.1084,-1.4296,0.2125,0.7500,135.0000,2
7976,1761,1021.9523,0.1146,-1.1096,0.1773,0.7500,135.0000,2
7986,1771,1021.9513,0.1368,-0.7071,0.1622,0.7500,135.0000,2
7996,1781,1021.9586,0.1440,-0.4181,0.1529,0.7500,135.0000,2
8006,1791,1021.9640,0.1300,-0.5937,0.1480,0.7500,135.0000,2
8016,1801,1021.9666,0.1001,-0.9342,0.1446,0.7500,135.0000,2
8026,1811,1021.9670,0.0671,-1.2027,0.1408,0.7500,135.0000,2
8036,1821,1021.9725,0.0372,-1.3678,0.1325,0.7500,135.0000,2
8046,1831,1021.9724,0.0196,-1.2543,0.0998,0.7500,135.0000,2
8056,1841,1021.9750,0.0015,-1.1459,0.0685,0.7500,135.0000,2
8066,1851,1021.9725,-0.0103,-1.1872,0.0615,0.7500,135.0000,2
8076,1861,1021.9709,-0.0062,-1.2078,0.0682,0.7500,135.0000,2
8086,1871,1021.9668,0.0057,-1.3110,0.0933,0.7500,135.0000,2
8096,1881,1021.9679,0.0206,-1.2336,0.0982,0.7500,135.0000,2
8106,1891,1021.9813,0.0015,-1.2851,0.0857,0.7500,135.0000,2
8116,1901,1021.9872,-0.0330,-1.3316,0.0573,0.7500,135.0000,2
8126,1911,1021.9885,-0.0784,-1.4554,0.0295,0.7500,135.0000,2
8136,1921,1021.9759,-0.0960,-1.3315,-0.0056,0.7500,135.0000,2
8146,1931,1021.9690,-0.0691,-0.8877,-0.0290,0.7500,135.0000,2
8156,1941,1021.9623,-0.0165,-0.1806,-0.0149,0.7500,135.0000,2
8166,1951,1021.9676,0.0274,0.3767,0.0346,0.7500,135.0000,2
8176,1961,1021.9662,0.0480,0.5419,0.0630,0.7500,135.0000,2
8186,1971,1021.9618,0.0635,0.5780,0.0805,0.7500,135.0000,2
8196,1981,1021.9562,0.0764,0.5574,0.0922,0.7500,135.0000,2
8206,1991,1021.9541,0.1048,1.0322,0.1591,0.7500,135.0000,2
8216,2001,1021.9600,0.1177,1.5070,0.2334,0.7500,135.0000,2
8226,2011,1021.9599,0.1218,2.0024,0.3261,0.7500,135.0000,2
8236,2021,1021.9644,0.1048,2.0076,0.3101,0.7500,135.0000,2
8246,2031,1021.9683,0.0753,1.4451,0.1817,0.7500,135.0000,2
8256,2041,1021.9789,0.0351,0.5161,0.0487,0.7500,135.0000,2
8266,2051,1021.9747,0.0041,-0.2323,0.0069,0.7500,135.0000,2
8276,2061,1021.9642,0.0041,-0.4387,0.0139,0.7500,135.0000,2
8286,2071,1021.9519,0.0392,-0.2428,0.0422,0.7500,135.0000,2
8296,2081,1021.9589,0.0815,0.0514,0.0817,0.7500,135.0000,2
8306,2091,1021.9635,0.1053,0.0049,0.1053,0.7500,135.0000,2
8316,2101,1021.9604,0.1135,-0.0415,0.1136,0.7500,135.0000,2
8326,2111,1021.9601,0.0965,-0.2531,0.0998,0.7500,135.0000,2
8336,2121,1021.9602,0.0939,-0.1086,0.0945,0.7500,135.0000,2
8346,2131,1021.9518,0.1187,0.4333,0.1283,0.7500,135.0000,2
8356,2141,1021.9462,0.1491,1.1404,0.2154,0.7500,135.0000,2
8366,2151,1021.9458,0.1791,1.7494,0.3350,0.7500,135.0000,2
8376,2161,1021.9446,0.2116,2.0745,0.4308,0.7500,135.0000,2
8386,2171,1021.9460,0.2240,1.8477,0.3979,0.7500,135.0000,2
8396,2181,1021.9507,0.2142,1.3264,0.3038,0.7500,135.0000,2
8406,2191,1021.9453,0.2152,1.0993,0.2768,0.7500,135.0000,2
8416,2201,1021.9391,0.2271,1.1354,0.2928,0.7500,135.0000,2
8426,2211,1021.9477,0.2240,1.2748,0.3068,0.7500,135.0000,2
8436,2221,1021.9503,0.2245,1.3057,0.3114,0.7500,135.0000,2
8446,2231,1021.9486,0.2173,0.9857,0.2668,0.7500,135.0000,2
8456,2241,1021.9532,0.1873,0.3819,0.1948,0.7500,135.0000,2
8466,2251,1021.9503,0.1822,0.0310,0.1822,0.7500,135.0000,2
8476,2261,1021.9540,0.1739,-0.3768,0.1811,0.7500,135.0000,2
8486,2271,1021.9523,0.1667,-0.5729,0.1834,0.7500,135.0000,2
8496,2281,1021.9525,0.1677,-0.4645,0.1787,0.7500,135.0000,2
8506,2291,1021.9495,0.1687,-0.4645,0.1797,0.7500,135.0000,2
8516,2301,1021.9487,0.1801,-0.4697,0.1913,0.7500,135.0000,2
8526,2311,1021.9512,0.1827,-0.4129,0.1914,0.7500,135.0000,2
8536,2321,1021.9471,0.1940,-0.3045,0.1988,0.7500,135.0000,2
8546,2331,1021.9515,0.1899,-0.2735,0.1937,0.7500,135.0000,2
8556,2341,1021.9496,0.1884,0.0103,0.1884,0.7500,135.0000,2
8566,2351,1021.9474,0.1966,0.1445,0.1977,0.7500,135.0000,2
8576,2361,1021.9467,0.1976,0.2374,0.2005,0.7500,135.0000,2
8586,2371,1021.9416,0.2193,0.5264,0.2334,0.7500,135.0000,2
8596,2381,1021.9326,0.2554,0.8774,0.2947,0.7500,135.0000,2
8606,2391,1021.9338,0.2843,1.1561,0.3524,0.7500,135.0000,2
8616,2401,1021.9355,0.3081,1.2799,0.3916,0.7500,135.0000,2
8626,2411,1021.9428,0.3055,1.2283,0.3824,0.7500,135.0000,2
8636,2421,1021.9385,0.2926,0.9858,0.3421,0.7500,135.0000,2
8646,2431,1021.9451,0.2683,0.7845,0.2997,0.7500,135.0000,2
8656,2441,1021.9456,0.2472,0.5883,0.2648,0.7500,135.0000,2
8666,2451,1021.9385,0.2565,0.5987,0.2747,0.7500,135.0000,2
8676,2461,1021.9385,0.2565,0.5883,0.2741,0.7500,135.0000,2
8686,2471,1021.9325,0.2828,0.6347,0.3033,0.7500,135.0000,2
8696,2481,1021.9474,0.2787,0.2322,0.2814,0.7500,135.0000,2
8706,2491,1021.9423,0.2709,-0.1342,0.2718,0.7500,135.0000,2
8716,2501,1021.9421,0.2637,-0.4439,0.2737,0.7500,135.0000,2
8726,2511,1021.9425,0.2431,-0.6246,0.2629,0.7500,135.0000,2
8736,2521,1021.9364,0.2658,-0.2684,0.2694,0.7500,135.0000,2
8746,2531,1021.9332,0.2854,0.1703,0.2869,0.7500,135.0000,2
8756,2541,1021.9293,0.3127,0.6554,0.3346,0.7500,135.0000,2
8766,2551,1021.9309,0.3370,0.8051,0.3700,0.7500,135.0000,2
8776,2561,1021.9269,0.3576,1.0115,0.4098,0.7500,135.0000,2
8786,2571,1021.9254,0.3741,0.9135,0.4167,0.7500,135.0000,2
8796,2581,1021.9325,0.3669,0.8825,0.4066,0.7500,135.0000,2
8806,2591,1021.9385,0.3509,0.7999,0.3835,0.7500,135.0000,2
8816,2601,1021.9382,0.3267,0.6296,0.3469,0.7500,135.0000,2
8826,2611,1021.9370,0.3019,0.5884,0.3195,0.7500,135.0000,2
8836,2621,1021.9396,0.2874,0.2168,0.2898,0.7500,135.0000,2
8846,2631,1021.9408,0.2823,-0.0310,0.2823,0.7500,135.0000,2
8856,2641,1021.9410,0.2766,-0.3613,0.2833,0.7500,135.0000,2
8866,2651,1021.9387,0.2730,-0.6400,0.2939,0.7500,135.0000,2
8876,2661,1021.9351,0.2823,-0.7535,0.3112,0.7500,135.0000,2
8886,2671,1021.9292,0.3070,-0.6710,0.3300,0.7500,135.0000,2
8896,2681,1021.9220,0.3473,-0.1961,0.3493,0.7500,135.0000,2
8906,2691,1021.9290,0.3674,0.1651,0.3688,0.7500,135.0000,2
8916,2701,1021.9336,0.3700,0.4335,0.3796,0.7500,135.0000,2
8926,2711,1021.9348,0.3587,0.5677,0.3751,0.7500,135.0000,2
8936,2721,1021.9297,0.3421,0.5471,0.3574,0.7500,135.0000,2
8946,2731,1021.9304,0.3385,0.5625,0.3547,0.7500,135.0000,2
8956,2741,1021.9362,0.3329,0.5625,0.3490,0.7500,135.0000,2
8966,2751,1021.9419,0.3179,0.4490,0.3282,0.7500,135.0000,2
8976,2761,1021.9424,0.2905,0.0826,0.2909,0.7500,135.0000,2
8986,2771,1021.9436,0.2632,-0.4387,0.2730,0.7500,135.0000,2
8996,2781,1021.9452,0.2441,-1.0321,0.2984,0.7500,135.0000,2
9006,2791,1021.9473,0.2327,-1.3470,0.3252,0.7500,135.0000,2
9016,2801,1021.9435,0.2307,-1.3935,0.3296,0.7500,135.0000,2
9026,2811,1021.9495,0.2188,-1.3986,0.3185,0.7500,135.0000,2
9036,2821,1021.9510,0.2069,-1.3522,0.3001,0.7500,135.0000,2
9046,2831,1021.9480,0.2059,-1.3264,0.2955,0.7500,135.0000,2
9056,2841,1021.9440,0.2049,-1.2799,0.2883,0.7500,135.0000,2
9066,2851,1021.9410,0.2229,-0.9496,0.2689,0.7500,135.0000,2
9076,2861,1021.9365,0.2534,-0.3716,0.2604,0.7500,135.0000,2
9086,2871,1021.9304,0.2900,0.2684,0.2937,0.7500,135.0000,2
9096,2881,1021.9166,0.3473,1.0321,0.4016,0.7500,135.0000,2
9106,2891,1021.9205,0.3907,1.5793,0.5177,0.7500,135.0000,2
9116,2901,1021.9302,0.4046,1.7393,0.5587,0.7500,135.0000,2
9126,2911,1021.9352,0.3948,1.7599,0.5526,0.7500,135.0000,2
9136,2921,1021.9283,0.3690,1.6206,0.5028,0.7500,135.0000,2
9146,2931,1021.9248,0.3597,1.5380,0.4802,0.7500,135.0000,2
9156,2941,1021.9232,0.3741,1.6928,0.5201,0.7500,135.0000,2
9166,2951,1021.9292,0.3865,1.6361,0.5229,0.7500,135.0000,2
9176,2961,1021.9366,0.3690,1.1561,0.4371,0.7500,135.0000,2
9186,2971,1021.9318,0.3545,0.6451,0.3757,0.7500,135.0000,2
9196,2981,1021.9298,0.3406,-0.0671,0.3408,0.7500,135.0000,2
9206,2991,1021.9261,0.3473,-0.4335,0.3569,0.7500,135.0000,2
9216,3001,1021.9254,0.3710,-0.3355,0.3768,0.7500,135.0000,2
9226,3011,1021.9272,0.3808,-0.1394,0.3818,0.7500,135.0000,2
9236,3021,1021.9294,0.3814,0.1239,0.3821,0.7500,135.0000,2
9246,3031,1021.9308,0.3716,0.1187,0.3723,0.7500,135.0000,2
9256,3041,1021.9282,0.3659,-0.0826,0.3662,0.7500,135.0000,2
9266,3051,1021.9359,0.3473,-0.3923,0.3551,0.7500,135.0000,2
9276,3061,1021.9410,0.3230,-0.4593,0.3338,0.7500,135.0000,2
9286,3071,1021.9360,0.3117,-0.4284,0.3210,0.7500,135.0000,2
9296,3081,1021.9263,0.3163,-0.2426,0.3193,0.7500,135.0000,2
9306,3091,1021.9367,0.3148,-0.3252,0.3202,0.7500,135.0000,2
9316,3101,1021.9416,0.3132,-0.5781,0.3303,0.7500,135.0000,2
9326,3111,1021.9394,0.3060,-0.7484,0.3346,0.7500,135.0000,2
9336,3121,1021.9414,0.2740,-1.0735,0.3328,0.7500,135.0000,2
9346,3131,1021.9385,0.2704,-1.0116,0.3226,0.7500,135.0000,2
9356,3141,1021.9393,0.2756,-0.9032,0.3171,0.7500,135.0000,2
9366,3151,1021.9451,0.2637,-0.8361,0.2993,0.7500,135.0000,2
9376,3161,1021.9546,0.2358,-0.8722,0.2746,0.7500,135.0000,2
9386,3171,1021.9573,0.1956,-1.1611,0.2643,0.7500,135.0000,2
9396,3181,1021.9645,0.1429,-1.7339,0.2961,0.7500,135.0000,2
9406,3191,1021.9583,0.1140,-2.0076,0.3194,0.7500,135.0000,2
9416,3201,1021.9511,0.1218,-1.9147,0.3086,0.7500,135.0000,2
9426,3211,1021.9421,0.1548,-1.5120,0.2713,0.7500,135.0000,2
9436,3221,1021.9362,0.2142,-0.5985,0.2324,0.7500,135.0000,2
9446,3231,1021.9446,0.2436,-0.2682,0.2472,0.7500,135.0000,2
9456,3241,1021.9411,0.2647,-0.1082,0.2653,0.7500,135.0000,2
9466,3251,1021.9399,0.2694,0.0570,0.2695,0.7500,135.0000,2
9476,3261,1021.9465,0.2477,0.1189,0.2484,0.7500,135.0000,2
9486,3271,1021.9409,0.2560,0.6039,0.2745,0.7500,135.0000,2
9496,3281,1021.9427,0.2529,1.0993,0.3144,0.7500,135.0000,2
9506,3291,1021.9435,0.2451,1.3110,0.3327,0.7500,135.0000,2
9516,3301,1021.9468,0.2446,1.2285,0.3215,0.7500,135.0000,2
9526,3311,1021.9450,0.2358,0.8103,0.2693,0.7500,135.0000,2
9536,3321,1021.9443,0.2327,0.1858,0.2345,0.7500,135.0000,2
9546,3331,1021.9412,0.2369,-0.0671,0.2371,0.7500,135.0000,2
9556,3341,1021.9358,0.2606,-0.0413,0.2607,0.7500,135.0000,2
9566,3351,1021.9421,0.2673,-0.0207,0.2673,0.7500,135.0000,2
9576,3361,1021.9371,0.2823,0.3458,0.2884,0.7500,135.0000,2
9586,3371,1021.9408,0.2828,0.2684,0.2865,0.7500,135.0000,2
9596,3381,1021.9376,0.2787,0.2580,0.2821,0.7500,135.0000,2
9606,3391,1021.9307,0.3024,0.5729,0.3191,0.7500,135.0000,2
9616,3401,1021.9338,0.3091,0.6451,0.3303,0.7500,135.0000,2
9626,3411,1021.9391,0.3132,0.7741,0.3438,0.7500,135.0000,2
9636,3421,1021.9385,0.3112,0.7845,0.3425,0.7500,135.0000,2
9646,3431,1021.9338,0.3050,0.6813,0.3286,0.7500,135.0000,2
9656,3441,1021.9347,0.3034,0.4284,0.3128,0.7500,135.0000,2
9666,3451,1021.9308,0.3205,0.5316,0.3349,0.7500,135.0000,2
9676,3461,1021.9354,0.3267,0.4438,0.3367,0.7500,135.0000,2
9686,3471,1021.9352,0.3241,0.4129,0.3328,0.7500,135.0000,2
9696,3481,1021.9386,0.3153,0.3665,0.3222,0.7500,135.0000,2
9706,3491,1021.9397,0.2967,-0.0567,0.2969,0.7500,135.0000,2
9716,3501,1021.9375,0.2926,-0.1651,0.2940,0.7500,135.0000,2
9726,3511,1021.9420,0.2781,-0.3510,0.2844,0.7500,135.0000,2
9736,3521,1021.9393,0.2761,-0.3510,0.2824,0.7500,135.0000,2
9746,3531,1021.9323,0.2921,-0.1291,0.2929,0.7500,135.0000,2
9756,3541,1021.9260,0.3163,0.1290,0.3172,0.7500,135.0000,2
9766,3551,1021.9340,0.3329,0.1238,0.3336,0.7500,135.0000,2
9776,3561,1021.9333,0.3463,0.1961,0.3482,0.7500,135.0000,2
9786,3571,1021.9373,0.3349,0.1084,0.3355,0.7500,135.0000,2
9796,3581,1021.9350,0.3158,0.0051,0.3158,0.7500,135.0000,2
9806,3591,1021.9406,0.3019,0.0515,0.3020,0.7500,135.0000,2
9816,3601,1021.9390,0.2900,-0.0259,0.2901,0.7500,135.0000,2
9826,3611,1021.9349,0.2952,0.1703,0.2967,0.7500,135.0000,2
9836,3621,1021.9419,0.2812,0.0516,0.2814,0.7500,135.0000,2
9846,3631,1021.9437,0.2745,-0.1755,0.2761,0.7500,135.0000,2
9856,3641,1021.9495,0.2523,-0.6400,0.2732,0.7500,135.0000,2
9866,3651,1021.9425,0.2369,-0.9600,0.2838,0.7500,135.0000,2
9876,3661,1021.9449,0.2307,-1.1561,0.2988,0.7500,135.0000,2
9886,3671,1021.9437,0.2307,-1.0425,0.2861,0.7500,135.0000,2
9896,3681,1021.9427,0.2446,-0.7122,0.2705,0.7500,135.0000,2
9906,3691,1021.9502,0.2286,-0.7329,0.2560,0.7500,135.0000,2
9916,3701,1021.9551,0.2069,-0.8309,0.2421,0.7500,135.0000,2
9926,3711,1021.9541,0.1853,-1.0993,0.2468,0.7500,135.0000,2
9936,3721,1021.9589,0.1512,-1.3006,0.2374,0.7500,135.0000,2
9946,3731,1021.9565,0.1378,-1.3677,0.2331,0.7500,135.0000,2
9956,3741,1021.9546,0.1388,-1.1354,0.2045,0.7500,135.0000,2
9966,3751,1021.9570,0.1326,-1.0425,0.1880,0.7500,135.0000,2
9976,3761,1021.9559,0.1388,-0.9187,0.1818,0.7500,135.0000,2
9986,3771,1021.9515,0.1491,-0.8155,0.1830,0.7500,135.0000,2
9996,3781,1021.9505,0.1574,-0.8723,0.1962,0.7500,135.0000,2
10006,3791,1021.9525,0.1667,-0.6194,0.1862,0.7500,135.0000,2
10016,3801,1021.9495,0.1801,-0.2684,0.1838,0.7500,135.0000,2
10026,3811,1021.9512,0.1811,-0.0413,0.1812,0.7500,135.0000,2
10036,3821,1021.9554,0.1703,0.1909,0.1722,0.7500,135.0000,2
10046,3831,1021.9540,0.1672,0.2941,0.1716,0.7500,135.0000,2
10056,3841,1021.9634,0.1383,-0.0052,0.1383,0.7500,135.0000,2
10066,3851,1021.9681,0.1022,-0.3045,0.1069,0.7500,135.0000,2
10076,3861,1021.9666,0.0779,-0.6090,0.0968,0.7500,135.0000,2
10086,3871,1021.9720,0.0403,-1.0889,0.1007,0.7500,135.0000,2
10096,3881,1021.9717,0.0227,-1.3470,0.1152,0.7500,135.0000,2
10106,3891,1021.9716,0.0155,-1.5121,0.1320,0.7500,135.0000,2
10116,3901,1021.9707,0.0067,-1.7341,0.1599,0.7500,135.0000,2
10126,3911,1021.9774,-0.0041,-1.8528,0.1708,0.7500,135.0000,2
10136,3921,1021.9855,-0.0330,-2.0334,0.1776,0.7500,135.0000,2
10146,3931,1021.9812,-0.0526,-2.1986,0.1936,0.7500,135.0000,2
10156,3941,1021.9736,-0.0588,-1.9715,0.1392,0.7500,135.0000,2
10166,3951,1021.9759,-0.0568,-1.5896,0.0720,0.7500,135.0000,2
10176,3961,1021.9709,-0.0258,-1.0374,0.0290,0.7500,135.0000,2
10186,3971,1021.9732,-0.0093,-0.4955,0.0032,0.7500,135.0000,2
10196,3981,1021.9734,-0.0083,-0.3097,-0.0034,0.7500,135.0000,2
10206,3991,1021.9757,-0.0083,-0.2374,-0.0054,0.7500,135.0000,2
10216,4001,1021.9790,-0.0258,-0.3251,-0.0204,0.7500,135.0000,2
10226,4011,1021.9852,-0.0506,-0.4645,-0.0396,0.7500,135.0000,2
10236,4021,1021.9847,-0.0753,-0.4232,-0.0662,0.7500,135.0000,2
10246,4031,1021.9828,-0.0898,-0.3716,-0.0828,0.7500,135.0000,2
10256,4041,1021.9865,-0.1053,-0.4645,-0.0943,0.7500,135.0000,2
10266,4051,1021.9847,-0.1042,-0.4748,-0.0927,0.7500,135.0000,2
10276,4061,1021.9821,-0.0980,-0.7225,-0.0714,0.7500,135.0000,2
10286,4071,1021.9910,-0.1156,-1.0630,-0.0580,0.7500,135.0000,2
10296,4081,1021.9934,-0.1311,-1.2282,-0.0542,0.7500,135.0000,2
10306,4091,1022.0034,-0.1703,-1.6205,-0.0365,0.7500,135.0000,2
10316,4101,1022.0013,-0.2116,-1.8578,-0.0357,0.7500,135.0000,2
10326,4111,1021.9923,-0.2147,-1.6411,-0.0775,0.7500,135.0000,2
10336,4121,1021.9899,-0.2074,-1.3211,-0.1185,0.7500,135.0000,2
10346,4131,1021.9948,-0.1889,-0.9908,-0.1388,0.7500,135.0000,2
10356,4141,1021.9882,-0.1610,-0.5573,-0.1452,0.7500,135.0000,2
10366,4151,1021.9890,-0.1538,-0.4954,-0.1413,0.7500,135.0000,2
10376,4161,1021.9836,-0.1404,-0.4231,-0.1312,0.7500,135.0000,2
10386,4171,1021.9833,-0.1166,-0.0103,-0.1166,0.7500,135.0000,2
10396,4181,1021.9987,-0.1383,-0.0723,-0.1380,0.7500,135.0000,2
10406,4191,1021.9977,-0.1569,0.1342,-0.1560,0.7500,135.0000,2
10416,4201,1021.9983,-0.1878,0.2374,-0.1850,0.7500,135.0000,2
10426,4211,1021.9936,-0.2085,0.0619,-0.2083,0.7500,135.0000,2
10436,4221,1021.9953,-0.2013,0.0619,-0.2011,0.7500,135.0000,2
10446,4231,1021.9988,-0.2033,-0.1445,-0.2023,0.7500,135.0000,2
10456,4241,1022.0021,-0.2116,-0.5058,-0.1985,0.7500,135.0000,2
10466,4251,1021.9945,-0.2126,-0.5883,-0.1950,0.7500,135.0000,2
10476,4261,1021.9976,-0.2178,-0.7741,-0.1872,0.7500,135.0000,2
10486,4271,1021.9982,-0.2167,-1.0012,-0.1656,0.7500,135.0000,2
10496,4281,1021.9996,-0.2116,-0.7328,-0.1842,0.7500,135.0000,2
10506,4291,1021.9948,-0.2116,-0.5471,-0.1963,0.7500,135.0000,2
10516,4301,1021.9990,-0.2147,-0.2684,-0.2110,0.7500,135.0000,2
10526,4311,1021.9907,-0.1992,0.0929,-0.1988,0.7500,135.0000,2
10536,4321,1021.9960,-0.1909,0.1032,-0.1904,0.7500,135.0000,2
10546,4331,1021.9936,-0.1889,0.1445,-0.1878,0.7500,135.0000,2
10556,4341,1021.9938,-0.1775,0.3406,-0.1716,0.7500,135.0000,2
10566,4351,1021.9963,-0.1889,0.2374,-0.1860,0.7500,135.0000,2
10576,4361,1021.9975,-0.1920,0.2580,-0.1886,0.7500,135.0000,2
10586,4371,1021.9976,-0.2002,0.1652,-0.1988,0.7500,135.0000,2
10596,4381,1022.0007,-0.2147,-0.0310,-0.2146,0.7500,135.0000,2
10606,4391,1022.0074,-0.2384,-0.2684,-0.2347,0.7500,135.0000,2
10616,4401,1022.0000,-0.2436,-0.2890,-0.2393,0.7500,135.0000,2
10626,4411,1022.0062,-0.2632,-0.6400,-0.2423,0.7500,135.0000,2
10636,4421,1022.0088,-0.2797,-0.8877,-0.2395,0.7500,135.0000,2
10646,4431,1022.0076,-0.2807,-0.9187,-0.2377,0.7500,135.0000,2
10656,4441,1022.0119,-0.3055,-1.2799,-0.2220,0.7500,135.0000,2
10666,4451,1022.0135,-0.3210,-1.3212,-0.2320,0.7500,135.0000,2
10676,4461,1022.0179,-0.3406,-1.4863,-0.2280,0.7500,135.0000,2
10686,4471,1022.0175,-0.3612,-1.6102,-0.2291,0.7500,135.0000,2
10696,4481,1022.0113,-0.3602,-1.4554,-0.2523,0.7500,135.0000,2
10706,4491,1022.0073,-0.3468,-1.0837,-0.2869,0.7500,135.0000,2
10716,4501,1022.0156,-0.3416,-0.9805,-0.2926,0.7500,135.0000,2
10726,4511,1022.0129,-0.3323,-0.6915,-0.3080,0.7500,135.0000,2
10736,4521,1022.0159,-0.3426,-0.6295,-0.3224,0.7500,135.0000,2
10746,4531,1022.0048,-0.3375,-0.5676,-0.3211,0.7500,135.0000,2
10756,4541,1021.9966,-0.2972,0.0826,-0.2969,0.7500,135.0000,2
10766,4551,1022.0016,-0.2725,0.4852,-0.2605,0.7500,135.0000,2
10776,4561,1022.0029,-0.2446,0.9600,-0.1976,0.7500,135.0000,2
10786,4571,1022.0012,-0.2363,1.2490,-0.1569,0.7500,135.0000,2
10796,4581,1021.9996,-0.2425,1.1767,-0.1720,0.7500,135.0000,2
10806,4591,1021.9985,-0.2363,1.1044,-0.1742,0.7500,135.0000,2
10816,4601,1022.0073,-0.2456,0.9599,-0.1987,0.7500,135.0000,2
10826,4611,1022.0087,-0.2621,0.7019,-0.2370,0.7500,135.0000,2
10836,4621,1022.0074,-0.2797,0.6296,-0.2595,0.7500,135.0000,2
10846,4631,1022.0067,-0.2972,0.4025,-0.2890,0.7500,135.0000,2
10856,4641,1022.0111,-0.3055,-0.0826,-0.3051,0.7500,135.0000,2
10866,4651,1022.0115,-0.3117,-0.3922,-0.3038,0.7500,135.0000,2
10876,4661,1022.0089,-0.3148,-0.7019,-0.2897,0.7500,135.0000,2
10886,4671,1022.0093,-0.3199,-0.8361,-0.2843,0.7500,135.0000,2
10896,4681,1022.0101,-0.3179,-0.7535,-0.2889,0.7500,135.0000,2
10906,4691,1022.0155,-0.3261,-0.8980,-0.2850,0.7500,135.0000,2
10916,4701,1022.0054,-0.3199,-0.7432,-0.2918,0.7500,135.0000,2
10926,4711,1022.0045,-0.3096,-0.4748,-0.2981,0.7500,135.0000,2
10936,4721,1022.0067,-0.3024,-0.2271,-0.2998,0.7500,135.0000,2
10946,4731,1022.0097,-0.2900,0.0722,-0.2897,0.7500,135.0000,2
10956,4741,1022.0112,-0.3024,0.0310,-0.3023,0.7500,135.0000,2
10966,4751,1021.9968,-0.2859,0.2580,-0.2825,0.7500,135.0000,2
10976,4761,1021.9965,-0.2642,0.5057,-0.2512,0.7500,135.0000,2
10986,4771,1021.9901,-0.2219,0.9802,-0.1729,0.7500,135.0000,2
10996,4781,1021.9944,-0.1858,1.3209,-0.0969,0.7500,135.0000,2
11006,4791,1021.9984,-0.1899,1.3622,-0.0954,0.7500,135.0000,2
11016,4801,1021.9955,-0.1868,1.3312,-0.0965,0.7500,135.0000,2
11026,4811,1021.9969,-0.2013,1.0834,-0.1414,0.7500,135.0000,2
11036,4821,1022.0026,-0.2188,0.8357,-0.1832,0.7500,135.0000,2
11046,4831,1022.0068,-0.2353,0.5467,-0.2201,0.7500,135.0000,2
11056,4841,1022.0045,-0.2539,0.4847,-0.2419,0.7500,135.0000,2
11066,4851,1022.0074,-0.2766,0.0925,-0.2762,0.7500,135.0000,2
