timeMillis,timeElapsed,pressure,alt,altV,predictedApogee,dragCoefCmd,dragAngle,flightState
11076,4861,1022.0021,-0.2745,-0.1036,-0.2740,0.7500,135.0000,2
11086,4871,1021.9990,-0.2570,-0.3510,-0.2507,0.7500,135.0000,2
11096,4881,1021.9929,-0.2332,-0.4749,-0.2218,0.7500,135.0000,2
11106,4891,1022.0017,-0.2209,-0.3097,-0.2160,0.7500,135.0000,2
11116,4901,1021.9966,-0.2095,-0.2272,-0.2069,0.7500,135.0000,2
11126,4911,1022.0013,-0.2136,-0.1239,-0.2129,0.7500,135.0000,2
11136,4921,1021.9977,-0.2240,-0.0516,-0.2238,0.7500,135.0000,2
11146,4931,1021.9965,-0.2126,0.2271,-0.2100,0.7500,135.0000,2
11156,4941,1022.0028,-0.2250,0.2890,-0.2207,0.7500,135.0000,2
11166,4951,1022.0030,-0.2281,0.4851,-0.2161,0.7500,135.0000,2
11176,4961,1021.9988,-0.2312,0.4335,-0.2216,0.7500,135.0000,2
11186,4971,1021.9979,-0.2343,0.2271,-0.2317,0.7500,135.0000,2
11196,4981,1022.0010,-0.2302,0.0310,-0.2301,0.7500,135.0000,2
11206,4991,1021.9972,-0.2178,0.0310,-0.2177,0.7500,135.0000,2
11216,5001,1021.9975,-0.2157,-0.0619,-0.2155,0.7500,135.0000,2
11226,5011,1022.0065,-0.2332,-0.1961,-0.2313,0.7500,135.0000,2
11236,5021,1022.0132,-0.2590,-0.3509,-0.2528,0.7500,135.0000,2
11246,5031,1022.0204,-0.3096,-0.9702,-0.2616,0.7500,135.0000,2
11256,5041,1022.0142,-0.3447,-1.1973,-0.2717,0.7500,135.0000,2
11266,5051,1022.0085,-0.3499,-1.2179,-0.2743,0.7500,135.0000,2
11276,5061,1022.0050,-0.3323,-1.0115,-0.2802,0.7500,135.0000,2
11286,5071,1022.0046,-0.2993,-0.6503,-0.2778,0.7500,135.0000,2
11296,5081,1021.9985,-0.2663,-0.3614,-0.2596,0.7500,135.0000,2
11306,5091,1022.0029,-0.2539,-0.3614,-0.2472,0.7500,135.0000,2
11316,5101,1022.0038,-0.2508,-0.3511,-0.2445,0.7500,135.0000,2
11326,5111,1022.0030,-0.2477,-0.1446,-0.2466,0.7500,135.0000,2
11336,5121,1022.0068,-0.2652,-0.0622,-0.2650,0.7500,135.0000,2
11346,5131,1022.0038,-0.2673,0.4229,-0.2582,0.7500,135.0000,2
11356,5141,1022.0076,-0.2745,0.7016,-0.2494,0.7500,135.0000,2
11366,5151,1022.0083,-0.2859,0.6397,-0.2650,0.7500,135.0000,2
11376,5161,1022.0153,-0.3034,0.2887,-0.2992,0.7500,135.0000,2
11386,5171,1022.0057,-0.3076,-0.0828,-0.3072,0.7500,135.0000,2
11396,5181,1022.0044,-0.3003,-0.3407,-0.2944,0.7500,135.0000,2
11406,5191,1022.0065,-0.2972,-0.4337,-0.2877,0.7500,135.0000,2
11416,5201,1022.0028,-0.2714,-0.2066,-0.2693,0.7500,135.0000,2
11426,5211,1022.0053,-0.2704,-0.2272,-0.2678,0.7500,135.0000,2
11436,5221,1022.0085,-0.2797,-0.1445,-0.2786,0.7500,135.0000,2
11446,5231,1022.0031,-0.2725,-0.0516,-0.2723,0.7500,135.0000,2
11456,5241,1021.9972,-0.2590,0.1548,-0.2578,0.7500,135.0000,2
11466,5251,1022.0009,-0.2498,0.3612,-0.2431,0.7500,135.0000,2
11476,5261,1022.0009,-0.2343,0.6915,-0.2099,0.7500,135.0000,2
11486,5271,1022.0120,-0.2529,0.5470,-0.2376,0.7500,135.0000,2
11496,5281,1022.0049,-0.2704,0.2993,-0.2658,0.7500,135.0000,2
11506,5291,1022.0083,-0.2859,0.1135,-0.2852,0.7500,135.0000,2
11516,5301,1022.0057,-0.2962,-0.2477,-0.2931,0.7500,135.0000,2
11526,5311,1022.0081,-0.2879,-0.1755,-0.2864,0.7500,135.0000,2
11536,5321,1022.0108,-0.3014,-0.2168,-0.2990,0.7500,135.0000,2
11546,5331,1022.0106,-0.3065,-0.3406,-0.3006,0.7500,135.0000,2
11556,5341,1022.0192,-0.3344,-0.7535,-0.3055,0.7500,135.0000,2
11566,5351,1022.0145,-0.3478,-0.9806,-0.2988,0.7500,135.0000,2
11576,5361,1022.0067,-0.3395,-1.0528,-0.2831,0.7500,135.0000,2
11586,5371,1022.0016,-0.3199,-0.6709,-0.2970,0.7500,135.0000,2
11596,5381,1022.0013,-0.2828,-0.1239,-0.2820,0.7500,135.0000,2
11606,5391,1022.0005,-0.2518,0.3406,-0.2459,0.7500,135.0000,2
11616,5401,1022.0044,-0.2467,0.4954,-0.2342,0.7500,135.0000,2
11626,5411,1022.0067,-0.2580,0.2993,-0.2535,0.7500,135.0000,2
11636,5421,1022.0120,-0.2818,0.1961,-0.2798,0.7500,135.0000,2
11646,5431,1022.0099,-0.3014,0.0516,-0.3012,0.7500,135.0000,2
11656,5441,1022.0068,-0.3065,0.2787,-0.3026,0.7500,135.0000,2
11666,5451,1022.0068,-0.3065,0.4129,-0.2978,0.7500,135.0000,2
11676,5461,1022.0016,-0.2838,0.5574,-0.2680,0.7500,135.0000,2
11686,5471,1021.9946,-0.2508,0.6914,-0.2264,0.7500,135.0000,2
11696,5481,1021.9999,-0.2363,0.4644,-0.2254,0.7500,135.0000,2
11706,5491,1022.0024,-0.2271,0.2476,-0.2239,0.7500,135.0000,2
11716,5501,1022.0090,-0.2436,0.0308,-0.2435,0.7500,135.0000,2
11726,5511,1022.0101,-0.2766,-0.1861,-0.2748,0.7500,135.0000,2
11736,5521,1022.0139,-0.3055,-0.2377,-0.3026,0.7500,135.0000,2
11746,5531,1022.0175,-0.3375,-0.3616,-0.3308,0.7500,135.0000,2
11756,5541,1022.0074,-0.3334,-0.2687,-0.3297,0.7500,135.0000,2
11766,5551,1022.0096,-0.3323,-0.2584,-0.3289,0.7500,135.0000,2
11776,5561,1021.9996,-0.3014,-0.1758,-0.2998,0.7500,135.0000,2
11786,5571,1021.9940,-0.2508,-0.0002,-0.2508,0.7500,135.0000,2
11796,5581,1021.9901,-0.2147,0.2165,-0.2123,0.7500,135.0000,2
11806,5591,1021.9935,-0.1816,0.4540,-0.1711,0.7500,135.0000,2
11816,5601,1021.9917,-0.1651,0.7843,-0.1338,0.7500,135.0000,2
11826,5611,1021.9913,-0.1589,1.1767,-0.0884,0.7500,135.0000,2
11836,5621,1021.9923,-0.1631,1.4244,-0.0597,0.7500,135.0000,2
11846,5631,1021.9999,-0.1765,1.6102,-0.0444,0.7500,135.0000,2
11856,5641,1021.9863,-0.1651,1.6824,-0.0209,0.7500,135.0000,2
11866,5651,1021.9915,-0.1662,1.6618,-0.0255,0.7500,135.0000,2
11876,5661,1021.9984,-0.1796,1.2179,-0.1040,0.7500,135.0000,2
11886,5671,1022.0007,-0.1806,0.7019,-0.1555,0.7500,135.0000,2
11896,5681,1022.0016,-0.2126,0.0206,-0.2126,0.7500,135.0000,2
11906,5691,1021.9996,-0.2302,-0.4851,-0.2182,0.7500,135.0000,2
11916,5701,1022.0061,-0.2467,-0.8154,-0.2128,0.7500,135.0000,2
11926,5711,1022.0109,-0.2683,-1.0941,-0.2073,0.7500,135.0000,2
11936,5721,1022.0055,-0.2766,-1.1354,-0.2109,0.7500,135.0000,2
11946,5731,1021.9988,-0.2756,-0.9909,-0.2255,0.7500,135.0000,2
11956,5741,1021.9915,-0.2446,-0.7948,-0.2124,0.7500,135.0000,2
11966,5751,1021.9971,-0.2157,-0.4954,-0.2032,0.7500,135.0000,2
11976,5761,1021.9960,-0.1961,-0.1652,-0.1947,0.7500,135.0000,2
11986,5771,1022.0004,-0.2002,-0.1961,-0.1983,0.7500,135.0000,2
11996,5781,1021.9977,-0.2136,-0.0103,-0.2136,0.7500,135.0000,2
12006,5791,1021.9982,-0.2157,0.1445,-0.2146,0.7500,135.0000,2
12016,5801,1021.9963,-0.2157,0.3097,-0.2108,0.7500,135.0000,2
12026,5811,1021.9969,-0.2085,0.5987,-0.1902,0.7500,135.0000,2
12036,5821,1021.9951,-0.2033,0.7329,-0.1759,0.7500,135.0000,2
12046,5831,1021.9975,-0.2013,0.7432,-0.1731,0.7500,135.0000,2
12056,5841,1021.9995,-0.2085,0.3613,-0.2018,0.7500,135.0000,2
12066,5851,1021.9935,-0.2013,0.1446,-0.2002,0.7500,135.0000,2
12076,5861,1021.9911,-0.1920,0.0414,-0.1919,0.7500,135.0000,2
12086,5871,1021.9923,-0.1806,0.1962,-0.1787,0.7500,135.0000,2
12096,5881,1021.9916,-0.1641,0.4955,-0.1516,0.7500,135.0000,2
12106,5891,1021.9918,-0.1600,0.5574,-0.1441,0.7500,135.0000,2
12116,5901,1021.9973,-0.1724,0.4335,-0.1628,0.7500,135.0000,2
12126,5911,1022.0042,-0.1982,0.1032,-0.1976,0.7500,135.0000,2
12136,5921,1022.0044,-0.2250,-0.2168,-0.2226,0.7500,135.0000,2
12146,5931,1022.0038,-0.2508,-0.4954,-0.2383,0.7500,135.0000,2
12156,5941,1022.0077,-0.2735,-0.6503,-0.2519,0.7500,135.0000,2
12166,5951,1022.0040,-0.2735,-0.7225,-0.2469,0.7500,135.0000,2
12176,5961,1022.0000,-0.2652,-0.7328,-0.2379,0.7500,135.0000,2
12186,5971,1022.0063,-0.2704,-0.8980,-0.2293,0.7500,135.0000,2
12196,5981,1022.0067,-0.2683,-1.0425,-0.2130,0.7500,135.0000,2
12206,5991,1022.0055,-0.2714,-1.1147,-0.2081,0.7500,135.0000,2
12216,6001,1022.0046,-0.2807,-1.0838,-0.2209,0.7500,135.0000,2
12226,6011,1021.9935,-0.2529,-0.5471,-0.2376,0.7500,135.0000,2
12236,6021,1022.0060,-0.2508,-0.2581,-0.2474,0.7500,135.0000,2
12246,6031,1022.0042,-0.2487,0.0206,-0.2487,0.7500,135.0000,2
12256,6041,1022.0067,-0.2539,0.1961,-0.2519,0.7500,135.0000,2
12266,6051,1022.0042,-0.2766,-0.0310,-0.2765,0.7500,135.0000,2
12276,6061,1022.0051,-0.2745,-0.0929,-0.2741,0.7500,135.0000,2
12286,6071,1022.0095,-0.2859,-0.1548,-0.2847,0.7500,135.0000,2
12296,6081,1022.0070,-0.2869,-0.1858,-0.2852,0.7500,135.0000,2
12306,6091,1022.0096,-0.2983,-0.2684,-0.2946,0.7500,135.0000,2
12316,6101,1022.0092,-0.3065,-0.2580,-0.3031,0.7500,135.0000,2
12326,6111,1022.0082,-0.3034,-0.5058,-0.2904,0.7500,135.0000,2
12336,6121,1022.0097,-0.3096,-0.5883,-0.2920,0.7500,135.0000,2
12346,6131,1022.0071,-0.3034,-0.5471,-0.2882,0.7500,135.0000,2
12356,6141,1022.0059,-0.2972,-0.4335,-0.2877,0.7500,135.0000,2
12366,6151,1022.0013,-0.2828,-0.0619,-0.2826,0.7500,135.0000,2
12376,6161,1021.9927,-0.2456,0.2890,-0.2414,0.7500,135.0000,2
12386,6171,1021.9922,-0.2147,0.7120,-0.1888,0.7500,135.0000,2
12396,6181,1021.9991,-0.2002,0.8669,-0.1619,0.7500,135.0000,2
12406,6191,1021.9993,-0.1971,1.0114,-0.1450,0.7500,135.0000,2
12416,6201,1022.0015,-0.2147,0.9186,-0.1717,0.7500,135.0000,2
12426,6211,1021.9957,-0.2219,0.8154,-0.1880,0.7500,135.0000,2
12436,6221,1021.9995,-0.2229,0.8670,-0.1846,0.7500,135.0000,2
12446,6231,1021.9937,-0.2116,0.9186,-0.1686,0.7500,135.0000,2
12456,6241,1021.9967,-0.2013,0.9599,-0.1543,0.7500,135.0000,2
12466,6251,1021.9982,-0.2064,0.7638,-0.1767,0.7500,135.0000,2
12476,6261,1021.9926,-0.1920,0.5367,-0.1773,0.7500,135.0000,2
12486,6271,1021.9950,-0.1951,0.1962,-0.1931,0.7500,135.0000,2
12496,6281,1021.9976,-0.1971,0.0310,-0.1971,0.7500,135.0000,2
12506,6291,1022.0026,-0.2064,-0.0928,-0.2060,0.7500,135.0000,2
12516,6301,1022.0057,-0.2332,-0.1858,-0.2315,0.7500,135.0000,2
12526,6311,1022.0055,-0.2549,-0.3303,-0.2494,0.7500,135.0000,2
12536,6321,1022.0083,-0.2787,-0.5574,-0.2628,0.7500,135.0000,2
12546,6331,1022.0090,-0.2921,-0.8051,-0.2590,0.7500,135.0000,2
12556,6341,1022.0060,-0.2921,-0.9083,-0.2500,0.7500,135.0000,2
12566,6351,1022.0051,-0.2910,-0.8464,-0.2545,0.7500,135.0000,2
12576,6361,1022.0104,-0.2952,-1.0322,-0.2409,0.7500,135.0000,2
12586,6371,1022.0122,-0.3014,-1.0631,-0.2438,0.7500,135.0000,2
12596,6381,1022.0142,-0.3199,-1.2283,-0.2431,0.7500,135.0000,2
12606,6391,1022.0156,-0.3416,-1.3521,-0.2485,0.7500,135.0000,2
12616,6401,1022.0063,-0.3334,-1.0012,-0.2823,0.7500,135.0000,2
12626,6411,1022.0129,-0.3354,-0.8051,-0.3024,0.7500,135.0000,2
12636,6421,1022.0104,-0.3272,-0.4851,-0.3152,0.7500,135.0000,2
12646,6431,1022.0048,-0.3045,-0.1239,-0.3037,0.7500,135.0000,2
12656,6441,1022.0033,-0.2983,-0.0619,-0.2981,0.7500,135.0000,2
12666,6451,1022.0023,-0.2756,0.1548,-0.2743,0.7500,135.0000,2
12676,6461,1022.0091,-0.2735,0.2167,-0.2711,0.7500,135.0000,2
12686,6471,1022.0097,-0.2838,0.1755,-0.2822,0.7500,135.0000,2
12696,6481,1022.0110,-0.3003,0.1962,-0.2984,0.7500,135.0000,2
12706,6491,1022.0157,-0.3282,0.1342,-0.3273,0.7500,135.0000,2
12716,6501,1022.0116,-0.3334,-0.0000,-0.3334,0.7500,135.0000,2
12726,6511,1022.0079,-0.3303,0.0516,-0.3301,0.7500,135.0000,2
12736,6521,1022.0045,-0.3158,0.1135,-0.3152,0.7500,135.0000,2
12746,6531,1022.0084,-0.3014,0.0310,-0.3013,0.7500,135.0000,2
12756,6541,1022.0070,-0.2910,0.0722,-0.2908,0.7500,135.0000,2
12766,6551,1022.0133,-0.3024,-0.2684,-0.2987,0.7500,135.0000,2
12776,6561,1022.0137,-0.3220,-0.4851,-0.3100,0.7500,135.0000,2
12786,6571,1022.0125,-0.3313,-0.4749,-0.3198,0.7500,135.0000,2
12796,6581,1022.0167,-0.3519,-0.5162,-0.3384,0.7500,135.0000,2
12806,6591,1022.0104,-0.3457,-0.1755,-0.3442,0.7500,135.0000,2
12816,6601,1022.0055,-0.3282,0.0516,-0.3281,0.7500,135.0000,2
12826,6611,1022.0093,-0.3210,0.0929,-0.3205,0.7500,135.0000,2
12836,6621,1022.0114,-0.3107,0.0516,-0.3105,0.7500,135.0000,2
12846,6631,1022.0077,-0.3055,-0.0413,-0.3054,0.7500,135.0000,2
12856,6641,1022.0132,-0.3220,-0.3097,-0.3171,0.7500,135.0000,2
12866,6651,1022.0120,-0.3282,-0.2580,-0.3248,0.7500,135.0000,2
12876,6661,1022.0045,-0.3137,0.0826,-0.3134,0.7500,135.0000,2
12886,6671,1022.0060,-0.3096,0.2167,-0.3072,0.7500,135.0000,2
12896,6681,1022.0096,-0.3024,0.4954,-0.2899,0.7500,135.0000,2
12906,6691,1022.0065,-0.2900,0.5574,-0.2742,0.7500,135.0000,2
12916,6701,1022.0042,-0.2900,0.3819,-0.2826,0.7500,135.0000,2
12926,6711,1022.0025,-0.2828,0.3819,-0.2754,0.7500,135.0000,2
12936,6721,1021.9982,-0.2570,0.5367,-0.2423,0.7500,135.0000,2
12946,6731,1021.9943,-0.2312,0.7431,-0.2030,0.7500,135.0000,2
12956,6741,1021.9980,-0.2178,1.0425,-0.1624,0.7500,135.0000,2
12966,6751,1022.0037,-0.2198,1.0838,-0.1600,0.7500,135.0000,2
12976,6761,1022.0057,-0.2363,0.7741,-0.2058,0.7500,135.0000,2
12986,6771,1022.0021,-0.2529,0.5677,-0.2364,0.7500,135.0000,2
12996,6781,1022.0001,-0.2570,0.4542,-0.2465,0.7500,135.0000,2
13006,6791,1022.0002,-0.2498,0.4026,-0.2415,0.7500,135.0000,2
13016,6801,1021.9987,-0.2343,0.5574,-0.2184,0.7500,135.0000,2
13026,6811,1022.0026,-0.2353,0.4748,-0.2238,0.7500,135.0000,2
13036,6821,1022.0015,-0.2384,0.1858,-0.2366,0.7500,135.0000,2
13046,6831,1022.0093,-0.2580,-0.2684,-0.2543,0.7500,135.0000,2
13056,6841,1022.0092,-0.2807,-0.6296,-0.2605,0.7500,135.0000,2
13066,6851,1022.0092,-0.2941,-0.7431,-0.2660,0.7500,135.0000,2
13076,6861,1022.0070,-0.3065,-0.7019,-0.2814,0.7500,135.0000,2
13086,6871,1022.0097,-0.3076,-0.5470,-0.2923,0.7500,135.0000,2
13096,6881,1022.0094,-0.3076,-0.5058,-0.2945,0.7500,135.0000,2
13106,6891,1022.0114,-0.3117,-0.6193,-0.2921,0.7500,135.0000,2
13116,6901,1022.0123,-0.3230,-0.8877,-0.2829,0.7500,135.0000,2
13126,6911,1022.0137,-0.3313,-0.9599,-0.2843,0.7500,135.0000,2
13136,6921,1022.0023,-0.3168,-0.7845,-0.2855,0.7500,135.0000,2
13146,6931,1022.0002,-0.2921,-0.3406,-0.2862,0.7500,135.0000,2
13156,6941,1022.0004,-0.2673,0.1342,-0.2664,0.7500,135.0000,2
13166,6951,1021.9973,-0.2322,0.6193,-0.2127,0.7500,135.0000,2
13176,6961,1022.0025,-0.2332,0.7328,-0.2059,0.7500,135.0000,2
13186,6971,1021.9977,-0.2281,0.7948,-0.1959,0.7500,135.0000,2
13196,6981,1022.0018,-0.2302,0.7741,-0.1996,0.7500,135.0000,2
13206,6991,1021.9965,-0.2291,0.8257,-0.1944,0.7500,135.0000,2
13216,7001,1021.9967,-0.2167,1.0631,-0.1591,0.7500,135.0000,2
13226,7011,1021.9999,-0.2219,1.0941,-0.1609,0.7500,135.0000,2
13236,7021,1021.9956,-0.2085,1.0838,-0.1486,0.7500,135.0000,2
13246,7031,1022.0013,-0.2188,0.7328,-0.1914,0.7500,135.0000,2
13256,7041,1022.0024,-0.2312,0.3612,-0.2245,0.7500,135.0000,2
13266,7051,1022.0057,-0.2436,-0.1135,-0.2429,0.7500,135.0000,2
13276,7061,1022.0059,-0.2663,-0.3303,-0.2607,0.7500,135.0000,2
13286,7071,1022.0037,-0.2714,-0.4335,-0.2619,0.7500,135.0000,2
13296,7081,1022.0029,-0.2735,-0.4335,-0.2639,0.7500,135.0000,2
13306,7091,1022.0083,-0.2787,-0.4954,-0.2661,0.7500,135.0000,2
13316,7101,1022.0078,-0.2828,-0.6606,-0.2605,0.7500,135.0000,2
13326,7111,1022.0060,-0.2869,-0.6503,-0.2654,0.7500,135.0000,2
13336,7121,1022.0062,-0.2941,-0.8567,-0.2567,0.7500,135.0000,2
13346,7131,1021.9988,-0.2735,-0.5471,-0.2582,0.7500,135.0000,2
13356,7141,1021.9999,-0.2560,-0.2477,-0.2528,0.7500,135.0000,2
13366,7151,1022.0098,-0.2652,-0.2168,-0.2628,0.7500,135.0000,2
13376,7161,1022.0060,-0.2642,0.0206,-0.2642,0.7500,135.0000,2
13386,7171,1022.0082,-0.2838,-0.1238,-0.2830,0.7500,135.0000,2
13396,7181,1022.0093,-0.3045,-0.3096,-0.2996,0.7500,135.0000,2
13406,7191,1022.0066,-0.2972,-0.1857,-0.2955,0.7500,135.0000,2
13416,7201,1022.0103,-0.3065,-0.2373,-0.3037,0.7500,135.0000,2
13426,7211,1021.9980,-0.2849,0.0208,-0.2848,0.7500,135.0000,2
13436,7221,1021.9958,-0.2549,0.3924,-0.2471,0.7500,135.0000,2
13446,7231,1021.9991,-0.2394,0.3408,-0.2335,0.7500,135.0000,2
13456,7241,1021.9937,-0.2044,0.5162,-0.1908,0.7500,135.0000,2
13466,7251,1021.9946,-0.1971,0.6814,-0.1735,0.7500,135.0000,2
13476,7261,1022.0005,-0.2074,0.5678,-0.1910,0.7500,135.0000,2
13486,7271,1021.9962,-0.2013,0.8258,-0.1665,0.7500,135.0000,2
13496,7281,1021.9990,-0.2126,0.9187,-0.1696,0.7500,135.0000,2
13506,7291,1021.9986,-0.2209,0.7638,-0.1911,0.7500,135.0000,2
13516,7301,1021.9961,-0.2116,0.9496,-0.1656,0.7500,135.0000,2
13526,7311,1021.9915,-0.2013,0.8360,-0.1656,0.7500,135.0000,2
13536,7321,1021.9921,-0.1868,0.6812,-0.1632,0.7500,135.0000,2
13546,7331,1021.9965,-0.1827,0.5677,-0.1663,0.7500,135.0000,2
13556,7341,1021.9982,-0.1868,0.1755,-0.1852,0.7500,135.0000,2
13566,7351,1021.9995,-0.2044,-0.0723,-0.2041,0.7500,135.0000,2
13576,7361,1021.9962,-0.2126,-0.0516,-0.2125,0.7500,135.0000,2
13586,7371,1021.9974,-0.2147,-0.1342,-0.2138,0.7500,135.0000,2
13596,7381,1022.0005,-0.2198,-0.0723,-0.2196,0.7500,135.0000,2
13606,7391,1021.9969,-0.2147,0.0619,-0.2145,0.7500,135.0000,2
13616,7401,1021.9977,-0.2178,-0.0619,-0.2176,0.7500,135.0000,2
13626,7411,1021.9933,-0.2095,-0.0826,-0.2092,0.7500,135.0000,2
13636,7421,1021.9938,-0.1951,-0.0826,-0.1947,0.7500,135.0000,2
13646,7431,1022.0023,-0.2064,-0.2374,-0.2035,0.7500,135.0000,2
13656,7441,1022.0021,-0.2157,-0.2890,-0.2114,0.7500,135.0000,2
13666,7451,1022.0070,-0.2446,-0.4026,-0.2363,0.7500,135.0000,2
13676,7461,1022.0135,-0.2879,-0.7535,-0.2590,0.7500,135.0000,2
13686,7471,1022.0200,-0.3251,-1.1042,-0.2630,0.7500,135.0000,2
13696,7481,1022.0088,-0.3395,-1.1971,-0.2665,0.7500,135.0000,2
13706,7491,1022.0093,-0.3447,-1.3003,-0.2586,0.7500,135.0000,2
13716,7501,1022.0072,-0.3313,-1.1351,-0.2656,0.7500,135.0000,2
13726,7511,1022.0170,-0.3251,-1.1558,-0.2570,0.7500,135.0000,2
13736,7521,1022.0131,-0.3344,-1.3932,-0.2355,0.7500,135.0000,2
13746,7531,1022.0049,-0.3251,-1.1867,-0.2533,0.7500,135.0000,2
13756,7541,1022.0105,-0.3313,-1.1558,-0.2632,0.7500,135.0000,2
13766,7551,1022.0112,-0.3189,-0.7429,-0.2908,0.7500,135.0000,2
13776,7561,1022.0094,-0.3107,-0.2268,-0.3080,0.7500,135.0000,2
13786,7571,1022.0067,-0.3148,0.1032,-0.3142,0.7500,135.0000,2
13796,7581,1022.0045,-0.3014,0.3819,-0.2939,0.7500,135.0000,2
13806,7591,1022.0073,-0.2941,0.5058,-0.2811,0.7500,135.0000,2
13816,7601,1022.0088,-0.2931,0.3819,-0.2857,0.7500,135.0000,2
13826,7611,1022.0077,-0.2952,0.2993,-0.2906,0.7500,135.0000,2
13836,7621,1022.0039,-0.2941,0.4025,-0.2859,0.7500,135.0000,2
13846,7631,1022.0038,-0.2869,0.3819,-0.2795,0.7500,135.0000,2
13856,7641,1021.9973,-0.2621,0.6915,-0.2378,0.7500,135.0000,2
13866,7651,1021.9930,-0.2302,0.8876,-0.1900,0.7500,135.0000,2
13876,7661,1021.9973,-0.2157,0.9496,-0.1698,0.7500,135.0000,2
13886,7671,1021.9924,-0.1909,1.2386,-0.1128,0.7500,135.0000,2
13896,7681,1021.9955,-0.1878,1.1354,-0.1221,0.7500,135.0000,2
13906,7691,1021.9926,-0.1858,1.0838,-0.1259,0.7500,135.0000,2
13916,7701,1021.9962,-0.1837,1.0941,-0.1227,0.7500,135.0000,2
13926,7711,1021.9863,-0.1703,1.2489,-0.0908,0.7500,135.0000,2
13936,7721,1021.9902,-0.1589,1.3521,-0.0658,0.7500,135.0000,2
13946,7731,1021.9944,-0.1631,1.2386,-0.0849,0.7500,135.0000,2
13956,7741,1021.9968,-0.1641,0.9805,-0.1151,0.7500,135.0000,2
13966,7751,1021.9995,-0.1920,0.3819,-0.1845,0.7500,135.0000,2
13976,7761,1022.0006,-0.2136,0.0206,-0.2136,0.7500,135.0000,2
13986,7771,1022.0022,-0.2302,-0.3922,-0.2223,0.7500,135.0000,2
13996,7781,1021.9974,-0.2312,-0.4335,-0.2216,0.7500,135.0000,2
14006,7791,1022.0006,-0.2332,-0.4748,-0.2218,0.7500,135.0000,2
14016,7801,1022.0051,-0.2436,-0.5987,-0.2253,0.7500,135.0000,2
14026,7811,1022.0050,-0.2498,-0.7948,-0.2176,0.7500,135.0000,2
14036,7821,1022.0062,-0.2683,-1.0941,-0.2073,0.7500,135.0000,2
14046,7831,1022.0043,-0.2766,-1.1354,-0.2109,0.7500,135.0000,2
14056,7841,1022.0050,-0.2756,-1.1147,-0.2122,0.7500,135.0000,2
14066,7851,1022.0122,-0.2910,-0.9909,-0.2410,0.7500,135.0000,2
14076,7861,1022.0088,-0.2962,-0.8257,-0.2615,0.7500,135.0000,2
14086,7871,1022.0062,-0.3003,-0.7019,-0.2752,0.7500,135.0000,2
14096,7881,1022.0056,-0.3014,-0.7019,-0.2763,0.7500,135.0000,2
14106,7891,1022.0090,-0.2941,-0.6090,-0.2752,0.7500,135.0000,2
14116,7901,1022.0028,-0.2818,-0.3820,-0.2743,0.7500,135.0000,2
14126,7911,1022.0097,-0.2890,-0.3923,-0.2811,0.7500,135.0000,2
14136,7921,1022.0098,-0.2972,-0.2891,-0.2930,0.7500,135.0000,2
14146,7931,1022.0053,-0.2890,-0.1240,-0.2882,0.7500,135.0000,2
14156,7941,1022.0028,-0.2890,-0.1343,-0.2881,0.7500,135.0000,2
14166,7951,1022.0084,-0.2859,0.0515,-0.2857,0.7500,135.0000,2
14176,7961,1022.0101,-0.2869,0.0928,-0.2865,0.7500,135.0000,2
14186,7971,1022.0013,-0.2787,0.2166,-0.2763,0.7500,135.0000,2
14196,7981,1022.0033,-0.2797,0.2166,-0.2773,0.7500,135.0000,2
14206,7991,1022.0022,-0.2673,0.2683,-0.2636,0.7500,135.0000,2
14216,8001,1021.9976,-0.2394,0.4231,-0.2303,0.7500,135.0000,2
14226,8011,1022.0031,-0.2425,0.4645,-0.2315,0.7500,135.0000,2
14236,8021,1022.0151,-0.2683,0.2890,-0.2641,0.7500,135.0000,2
14246,8031,1022.0056,-0.2756,0.1342,-0.2746,0.7500,135.0000,2
14256,8041,1022.0023,-0.2859,0.0310,-0.2858,0.7500,135.0000,2
14266,8051,1022.0160,-0.3127,-0.2684,-0.3090,0.7500,135.0000,2
14276,8061,1022.0071,-0.2962,-0.0929,-0.2958,0.7500,135.0000,2
14286,8071,1022.0093,-0.3034,-0.2477,-0.3003,0.7500,135.0000,2
14296,8081,1022.0146,-0.3292,-0.4954,-0.3167,0.7500,135.0000,2
14306,8091,1022.0143,-0.3261,-0.5883,-0.3085,0.7500,135.0000,2
14316,8101,1022.0133,-0.3385,-0.9909,-0.2885,0.7500,135.0000,2
14326,8111,1022.0116,-0.3437,-1.0115,-0.2915,0.7500,135.0000,2
14336,8121,1022.0112,-0.3365,-0.6812,-0.3128,0.7500,135.0000,2
14346,8131,1022.0181,-0.3447,-0.6916,-0.3203,0.7500,135.0000,2
14356,8141,1022.0020,-0.3210,-0.3509,-0.3147,0.7500,135.0000,2
14366,8151,1022.0165,-0.3313,-0.1858,-0.3295,0.7500,135.0000,2
14376,8161,1022.0143,-0.3375,-0.4129,-0.3288,0.7500,135.0000,2
14386,8171,1022.0139,-0.3292,-0.2581,-0.3258,0.7500,135.0000,2
14396,8181,1022.0105,-0.3468,-0.1755,-0.3452,0.7500,135.0000,2
14406,8191,1022.0164,-0.3468,-0.2065,-0.3446,0.7500,135.0000,2
14416,8201,1022.0118,-0.3406,-0.0207,-0.3406,0.7500,135.0000,2
